national_number,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,evochain_0,evochain_1,evochain_2,evochain_3,evochain_4,evochain_5,evochain_6,gigantamax,mega_evolution,mega_evolution_alt,description,image_path
252,III,treecko,Kimori,grass,,Wood Gecko Pokémon,88.14,11.86,0.5,5.0,45,5120,40,45,35,65,55,70,Overgrow,,,Unburden,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Treecko,Level ,Grovyle,Level ,Sceptile,,,,,,Treecko has small hooks on the bottom of its feet that enable it to scale vertical walls. This Pokémon attacks by slamming foes with its thick tail.,pokemon_images/Treecko.jpg
253,III,grovyle,Juptile,grass,,Wood Gecko Pokémon,88.14,11.86,0.9,21.6,45,5120,50,65,45,85,65,95,Overgrow,,,Unburden,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Treecko,Level ,Grovyle,Level ,Sceptile,,,,,,The leaves growing out of Grovyle’s body are convenient for camouflaging it from enemies in the forest. This Pokémon is a master at climbing trees in jungles.,pokemon_images/Grovyle.jpg
254,III,sceptile,Jukain,grass,,Forest Pokémon,88.14,11.86,1.7,52.2,45,5120,70,85,65,105,85,120,Overgrow,,,Unburden,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Treecko,Level ,Grovyle,Level ,Sceptile,,,,Mega Sceptile,,The leaves growing on Sceptile’s body are very sharp edged. This Pokémon is very agile—it leaps all over the branches of trees and jumps on its foe from above or behind.,pokemon_images/Sceptile.jpg
255,III,torchic,Achamo,fire,,Chick Pokémon,88.14,11.86,0.4,2.5,45,5120,45,60,40,70,50,45,Blaze,,,Speed Boost,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,Torchic,Level ,Combusken,Level ,Blaziken,,,,,,"Torchic sticks with its Trainer, following behind with unsteady steps. This Pokémon breathes fire of over 1,800 degrees Fahrenheit, including fireballs that leave the foe scorched black.",pokemon_images/Torchic.jpg
256,III,combusken,Wakasyamo,fire,fighting,Young Fowl Pokémon,88.14,11.86,0.9,19.5,45,5120,60,85,60,85,60,55,Blaze,,,Speed Boost,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0,0,0,Torchic,Level ,Combusken,Level ,Blaziken,,,,,,"Combusken toughens up its legs and thighs by running through fields and mountains. This Pokémon’s legs possess both speed and power, enabling it to dole out 10 kicks in one second.",pokemon_images/Combusken.jpg
257,III,blaziken,Bursyamo,fire,fighting,Blaze Pokémon,88.14,11.86,1.9,52.0,45,5120,80,120,70,110,70,80,Blaze,,,Speed Boost,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0,0,0,Torchic,Level ,Combusken,Level ,Blaziken,,,,Mega Blaziken,,"In battle, Blaziken blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this Pokémon’s wrists burn.",pokemon_images/Blaziken.jpg
258,III,mudkip,Mizugorou,water,,Mud Fish Pokémon,88.14,11.86,0.4,7.6,45,5120,50,70,50,50,50,40,Torrent,,,Damp,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Mudkip,Level ,Marshtomp,Level ,Swampert,,,,,,"The fin on Mudkip’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this Pokémon can determine what is taking place around it without using its eyes.",pokemon_images/Mudkip.jpg
259,III,marshtomp,Numacraw,water,ground,Mud Fish Pokémon,88.14,11.86,0.7,28.0,45,5120,70,85,70,60,70,50,Torrent,,,Damp,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,0,0,Mudkip,Level ,Marshtomp,Level ,Swampert,,,,,,"The surface of Marshtomp’s body is enveloped by a thin, sticky film that enables it to live on land. This Pokémon plays in mud on beaches when the ocean tide is low.",pokemon_images/Marshtomp.jpg
260,III,swampert,Laglarge,water,ground,Mud Fish Pokémon,88.14,11.86,1.5,81.9,45,5120,100,110,90,85,90,60,Torrent,,,Damp,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,0,0,Mudkip,Level ,Marshtomp,Level ,Swampert,,,,Mega Swampert,,Swampert is very strong. It has enough power to easily drag a boulder weighing more than a ton. This Pokémon also has powerful vision that lets it see even in murky water.,pokemon_images/Swampert.jpg
261,III,poochyena,Pochiena,dark,,Bite Pokémon,50,50,0.5,13.6,255,3840,35,55,35,30,30,35,Run Away,Quick Feet,,Rattled,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,0,0,Poochyena,Level ,Mightyena,,,,,,,,"At first sight, Poochyena takes a bite at anything that moves. This Pokémon chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back.",pokemon_images/Poochyena.jpg
262,III,mightyena,Graena,dark,,Bite Pokémon,50,50,1.0,37.0,127,3840,70,90,70,60,60,70,Intimidate,Quick Feet,,Moxie,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,0,0,Poochyena,Level ,Mightyena,,,,,,,,Mightyena gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This Pokémon will bite savagely with its sharply pointed fangs.,pokemon_images/Mightyena.jpg
263,III,zigzagoon,Jiguzaguma,normal,dark,Tiny Racoon Pokémon,50.2,49.8,0.4,17.5,255,3840,38,30,41,30,41,60,Pickup,Gluttony,,Quick Feet,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Zigzagoon,Level,Linoone,Level 35 at Night,,,,,,,It marks its territory by rubbing its bristly fur on trees. This variety of Zigzagoon is friendlier and calmer than the kind native to Galar.,pokemon_images/Zigzagoon.jpg
264,III,linoone,Massuguma,normal,dark,Rush Pokémon,50.2,49.8,0.5,32.5,90,3840,78,70,61,50,61,100,Pickup,Gluttony,,Quick Feet,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Zigzagoon,Level,Linoone,Level 35 at Night,,,,,,,Its fur is strong and supple. Shaving brushes made with shed Linoone hairs are highly prized.,pokemon_images/Linoone.jpg
265,III,wurmple,Kemusso,bug,,Worm Pokémon,50,50,0.3,3.6,255,3840,45,45,35,20,30,20,Shield Dust,,,Run Away,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Wurmple,Personality < 5 at Level,Silcoon,Level,Beautifly,,,,,,"Using the spikes on its rear end, Wurmple peels the bark off trees and feeds on the sap that oozes out. This Pokémon’s feet are tipped with suction pads that allow it to cling to glass without slipping.",pokemon_images/Wurmple.jpg
266,III,silcoon,Karasalis,bug,,Cocoon Pokémon,50,50,0.6,10.0,120,3840,50,35,55,25,25,15,Shed Skin,,,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Wurmple,Personality < 5 at Level,Silcoon,Level,Beautifly,,,,,,"Silcoon tethers itself to a tree branch using silk to keep from falling. There, this Pokémon hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole.",pokemon_images/Silcoon.jpg
267,III,beautifly,Agehunt,bug,flying,Butterfly Pokémon,50,50,1.0,28.4,45,3840,60,70,50,100,50,65,Swarm,,,Rivalry,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Wurmple,Personality < 5 at Level,Silcoon,Level,Beautifly,,,,,,"Beautifly’s favorite food is the sweet pollen of flowers. If you want to see this Pokémon, just leave a potted flower by an open window. Beautifly is sure to come looking for pollen.",pokemon_images/Beautifly.jpg
268,III,cascoon,Mayuld,bug,,Cocoon Pokémon,50,50,0.7,11.5,120,3840,50,35,55,25,25,15,Shed Skin,,,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Wurmple,Personality < 5 at Level,Silcoon,Level,Beautifly,,,,,,"Cascoon makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This Pokémon prepares for its evolution inside the cocoon.",pokemon_images/Cascoon.jpg
269,III,dustox,Dokucale,bug,poison,Poison Moth Pokémon,50,50,1.2,31.6,45,3840,60,50,70,50,90,65,Shield Dust,,,Compound Eyes,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0,0,0,Wurmple,Personality < 5 at Level,Silcoon,Level,Beautifly,,,,,,"Dustox is instinctively drawn to light. Swarms of this Pokémon are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food.",pokemon_images/Dustox.jpg
270,III,lotad,Hassboh,water,grass,Water Weed Pokémon,50.2,49.8,0.5,2.6,255,3840,40,30,30,40,50,30,Swift Swim,Rain Dish,,Own Tempo,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Lotad,Level ,Lombre,Use Water Stone,Ludicolo,,,,,,"It searches about for clean water. If it does not drink water for too long, the leaf on its head wilts.",pokemon_images/Lotad.jpg
271,III,lombre,Hasubrero,water,grass,Jolly Pokémon,50.2,49.8,1.2,32.5,120,3840,60,50,50,60,70,50,Swift Swim,Rain Dish,,Own Tempo,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Lotad,Level ,Lombre,Use Water Stone,Ludicolo,,,,,,It is nocturnal and becomes active at nightfall. It feeds on aquatic mosses that grow in the riverbed.,pokemon_images/Lombre.jpg
272,III,ludicolo,Runpappa,water,grass,Carefree Pokémon,50.2,49.8,1.5,55.0,45,3840,80,70,70,90,100,70,Swift Swim,Rain Dish,,Own Tempo,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Lotad,Level ,Lombre,Use Water Stone,Ludicolo,,,,,,"The rhythm of bright, festive music activates Ludicolo’s cells, making it more powerful.",pokemon_images/Ludicolo.jpg
273,III,seedot,Taneboh,grass,,Acorn Pokémon,50.2,49.8,0.5,4.0,255,3840,40,40,50,30,30,30,Chlorophyll,Early Bird,,Pickpocket,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Seedot,Level ,Nuzleaf,Use Leaf Stone,Shiftry,,,,,,"If it remains still, it looks just like a real nut. It delights in surprising foraging Pokémon.",pokemon_images/Seedot.jpg
274,III,nuzleaf,Konohana,grass,dark,Wily Pokémon,50.2,49.8,1.0,28.0,120,3840,70,70,40,60,40,60,Chlorophyll,Early Bird,,Pickpocket,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,0,0,0,Seedot,Level ,Nuzleaf,Use Leaf Stone,Shiftry,,,,,,"It lives deep in forests. With the leaf on its head, it makes a flute whose song makes listeners uneasy.",pokemon_images/Nuzleaf.jpg
275,III,shiftry,Dirteng,grass,dark,Wickid Pokémon,50.2,49.8,1.3,59.6,45,3840,90,100,60,90,60,80,Chlorophyll,Early Bird,,Pickpocket,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,0,0,0,Seedot,Level ,Nuzleaf,Use Leaf Stone,Shiftry,,,,,,A Pokémon that was feared as a forest guardian. It can read the foe’s mind and take preemptive action.,pokemon_images/Shiftry.jpg
276,III,taillow,Subame,normal,flying,TinySwallow Pokémon,50,50,0.3,2.3,200,3840,40,55,30,30,30,85,Guts,,,Scrappy,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Taillow,Level ,Swellow,,,,,,,,"Taillow courageously stands its ground against foes, however strong they may be. This gutsy Pokémon will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.",pokemon_images/Taillow.jpg
277,III,swellow,Ohsubame,normal,flying,Swallow Pokémon,50,50,0.7,19.8,45,3840,60,85,60,75,50,125,Guts,,,Scrappy,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Taillow,Level ,Swellow,,,,,,,,"Swellow flies high above our heads, making graceful arcs in the sky. This Pokémon dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by Swellow’s clawed feet, preventing escape.",pokemon_images/Swellow.jpg
278,III,wingull,Camome,water,flying,Seagull Pokémon,50.2,49.8,0.6,9.5,190,5120,40,30,30,55,30,85,Keen Eye,Hydration,,Rain Dish,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Wingull,Level ,Pelipper,,,,,,,,"It makes its nest on sheer cliffs. Riding the sea breeze, it glides up into the expansive skies.",pokemon_images/Wingull.jpg
279,III,pelipper,Pelipper,water,flying,Water Bird Pokémon,50.2,49.8,1.2,28.0,45,5120,60,50,100,95,70,65,Keen Eye,Drizzle,,Rain Dish,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Wingull,Level ,Pelipper,,,,,,,,"It is a messenger of the skies, carrying small Pokémon and eggs to safety in its bill.",pokemon_images/Pelipper.jpg
280,III,ralts,Ralts,psychic,fairy,Feeling Pokémon,50.2,49.8,0.4,6.6,235,5120,28,25,25,45,35,40,Synchronize,Trace,,Telepathy,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0,0,0,Ralts,Level,Kirlia,Level,Gardevoir,"On Male Pokémon, use Dawn Stone",Gallade,,,,It is highly attuned to the emotions of people and Pokémon. It hides if it senses hostility.,pokemon_images/Ralts.jpg
281,III,kirlia,Kirlia,psychic,fairy,Emotion Pokémon,50.2,49.8,0.8,20.2,120,5120,38,35,35,65,55,50,Synchronize,Trace,,Telepathy,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0,0,0,Ralts,Level,Kirlia,Level,Gardevoir,"On Male Pokémon, use Dawn Stone",Gallade,,,,"If its Trainer becomes happy, it overflows with energy, dancing joyously while spinning about.",pokemon_images/Kirlia.jpg
282,III,gardevoir,Sirnight,psychic,fairy,Embrace Pokémon,50.2,49.8,1.6,48.4,45,5120,68,65,65,125,115,80,Synchronize,Trace,,Telepathy,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0,0,0,Ralts,Level,Kirlia,Level,Gardevoir,,,,Mega Gardevoir,,It has the power to predict the future. Its power peaks when it is protecting its Trainer.,pokemon_images/Gardevoir.jpg
283,III,surskit,Ametama,bug,water,Pond Skater Pokémon,50,50,0.5,1.7,200,3840,40,30,32,50,52,65,Swift Swim,,,Rain Dish,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Surskit,Level ,Masquerain,,,,,,,,"If it’s in a pinch, it will secrete a sweet liquid from the tip of its head. Syrup made from gathering that liquid is tasty on bread.",pokemon_images/Surskit.jpg
284,III,masquerain,Amemoth,bug,flying,Eyeball Pokémon,50,50,0.8,3.6,75,3840,70,60,62,100,82,80,Intimidate,,,Unnerve,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Surskit,Level ,Masquerain,,,,,,,,"Masquerain intimidates enemies with the eyelike patterns of its eyespots. If that doesn’t work, it deftly makes its escape on its set of four wings.",pokemon_images/Masquerain.jpg
285,III,shroomish,Kinococo,grass,,Mushroom Pokémon,50,50,0.4,4.5,255,3840,60,40,60,40,60,35,Effect Spore,Poison Heal,,Quick Feet,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Shroomish,Level ,Breloom,,,,,,,,"Shroomish live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This Pokémon feeds on compost that is made up of fallen, rotted leaves.",pokemon_images/Shroomish.jpg
286,III,breloom,Kinogassa,grass,fighting,Mushroom Pokémon,50,50,1.2,39.2,90,3840,60,130,80,60,60,70,Effect Spore,Poison Heal,,Technician,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,Shroomish,Level ,Breloom,,,,,,,,"Breloom closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This Pokémon’s fighting technique puts boxers to shame.",pokemon_images/Breloom.jpg
287,III,slakoth,Namakero,normal,,Slacker Pokémon,50,50,0.8,24.0,255,3840,60,60,60,35,35,30,Truant,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Slakoth,Level ,Vigoroth,Level ,Slaking,,,,,,"Slakoth lolls around for over 20 hours every day. Because it moves so little, it does not need much food. This Pokémon’s sole daily meal consists of just three leaves.",pokemon_images/Slakoth.jpg
288,III,vigoroth,Yarukimono,normal,,Wild Monkey Pokémon,50,50,1.4,46.5,120,3840,80,80,80,55,55,90,Vital Spirit,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Slakoth,Level ,Vigoroth,Level ,Slaking,,,,,,Vigoroth is always itching and agitated to go on a wild rampage. It simply can’t tolerate sitting still for even a minute. This Pokémon’s stress level rises if it can’t be moving constantly.,pokemon_images/Vigoroth.jpg
289,III,slaking,Kekking,normal,,Lazy Pokémon,50,50,2.0,130.5,45,3840,150,160,100,95,65,100,Truant,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Slakoth,Level ,Vigoroth,Level ,Slaking,,,,,,"Slaking spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this Pokémon reluctantly moves to another spot.",pokemon_images/Slaking.jpg
290,III,nincada,Tutinin,bug,ground,Trainee Pokémon,50.2,49.8,0.5,5.5,255,3840,31,45,90,30,30,40,Compoundeyes,,,Run Away,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Nincada,Level,Ninjask,Empty Slot in PartyLevel,Shedinja,,,,,,"Because it lived almost entirely underground, it is nearly blind. It uses its antennae instead.",pokemon_images/Nincada.jpg
291,III,ninjask,Tekkanin,bug,flying,Ninja Pokémon,50.2,49.8,0.8,12.0,120,3840,61,90,45,50,50,160,Speed Boost,,,Infiltrator,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Nincada,Level,Ninjask,Empty Slot in PartyLevel,Shedinja,,,,,,Its cry leaves a lasting headache if heard for too long. It moves so quickly that it is almost invisible.,pokemon_images/Ninjask.jpg
292,III,shedinja,Nukenin,bug,ghost,Shed Pokémon,,,0.8,1.2,45,3840,1,90,45,30,30,40,Wonder Guard,,,,0.0,2.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,2.0,1.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Nincada,Level,Ninjask,Empty Slot in PartyLevel,Shedinja,,,,,,A most peculiar Pokémon that somehow appears in a Poké Ball when a Nincada evolves.,pokemon_images/Shedinja.jpg
293,III,whismur,Gonyonyo,normal,,Whisper Pokémon,50.2,49.8,0.6,16.3,190,5120,64,51,23,51,23,28,Soundproof,,,Rattled,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Whismur,Level ,Loudred,Level ,Exploud,,,,,,"The cry of a Whismur is over 100 decibels. If you’re close to a Whismur when it lets out a cry, you’ll be stuck with an all-day headache.",pokemon_images/Whismur.jpg
294,III,loudred,Dogohmb,normal,,Big Voice Pokémon,50.2,49.8,1.0,40.5,120,5120,84,71,43,71,43,48,Soundproof,,,Scrappy,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Whismur,Level ,Loudred,Level ,Exploud,,,,,,"Loudred’s ears serve as speakers, and they can put out sound waves powerful enough to blow away a house.",pokemon_images/Loudred.jpg
295,III,exploud,Bakuong,normal,,Loud Noise Pokémon,50.2,49.8,1.5,84.0,45,5120,104,91,63,91,73,68,Soundproof,,,Scrappy,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Whismur,Level ,Loudred,Level ,Exploud,,,,,,"In the past, people would use the loud voices of these Pokémon as a means of communication between distant cities.",pokemon_images/Exploud.jpg
296,III,makuhita,Makunoshita,fighting,,Guts Pokémon,75.4,24.6,1.0,86.4,180,5120,72,60,30,20,30,25,Thick Fat,Guts,,Sheer Force,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,Makuhita,Level ,Hariyama,,,,,,,,It practices its slaps by repeatedly slapping tree trunks. It has been known to slap an Exeggutor and get flung away.,pokemon_images/Makuhita.jpg
297,III,hariyama,Hariteyama,fighting,,Arm Thrust Pokémon,75.4,24.6,2.3,253.8,200,5120,144,120,60,40,60,50,Thick Fat,Guts,,Sheer Force,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,Makuhita,Level ,Hariyama,,,,,,,,"Although they enjoy comparing their strength, they’re also kind. They value etiquette, praising opponents they battle.",pokemon_images/Hariyama.jpg
298,III,azurill,Ruriri,normal,fairy,Polka Dot Pokémon,24.9,75.1,0.2,2.0,150,2560,50,20,40,20,40,20,Thick Fat,Huge Power,,Sap Sipper,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,0,0,0,Azurill,Level Up with Happiness Value at 220,Marill,Level ,Azumarill,,,,,,"The ball on Azurill’s tail bounces like a rubber ball, and it’s full of the nutrients the Pokémon needs to grow.",pokemon_images/Azurill.jpg
299,III,nosepass,Nosepass,rock,,Compass Pokémon,50,50,1.0,97.0,255,5120,30,45,135,45,90,30,Sturdy,Magnet Pull,,Sand Force,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,Nosepass,Level up while at Blush Mountain/Vast Poni Canyon,Probopass,,,,,,,,"It moves less than an inch a year, but when it’s in a jam, it will spin and drill down into the ground in a split second.",pokemon_images/Nosepass.jpg
300,III,skitty,Eneco,normal,,Kitten Pokémon,24.6,75.4,0.6,11.0,255,3840,50,45,45,35,35,50,Cute Charm,Normalize,,Wonder Skin,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Skitty,Use Moon Stone,Delcatty,,,,,,,,Skitty has the habit of becoming fascinated by moving objects and chasing them around. This Pokémon is known to chase after its own tail and become dizzy.,pokemon_images/Skitty.jpg
301,III,delcatty,Enekororo,normal,,Prim Pokémon,24.6,75.4,1.1,32.6,60,3840,70,65,65,55,55,90,Cute Charm,Normalize,,Wonder Skin,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Skitty,Use Moon Stone,Delcatty,,,,,,,,"Delcatty prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this Pokémon eats and sleeps whenever it decides, its daily routines are completely random.",pokemon_images/Delcatty.jpg
302,III,sableye,Yamirami,dark,ghost,Darkness Pokémon,50.2,49.8,0.5,11.0,45,6400,50,75,75,65,65,50,Keen Eye,Stall,,Prankster,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0,Sableye,,,,,,,,Mega Sableye,,"This Pokémon is feared. When its gemstone eyes begin to glow with a sinister shine, it’s believed that Sableye will steal people’s spirits away.",pokemon_images/Sableye.jpg
303,III,mawile,Kucheat,steel,fairy,Deceiver Pokémon,50.2,49.8,0.6,11.5,45,5120,50,85,85,55,55,50,Hyper Cutter,Intimidate,,Sheer Force,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,0,0,0,Mawile,,,,,,,,Mega Mawile,,"It uses its docile-looking face to lull foes into complacency, then bites with its huge, relentless jaws.",pokemon_images/Mawile.jpg
304,III,aron,Cokodora,steel,rock,Iron Armor Pokémon,50.2,49.8,0.4,60.0,180,8960,50,70,100,40,40,30,Sturdy,Rock Head,,Heavy Metal,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0,0,0,Aron,Level ,Lairon,Level ,Aggron,,,,,,It eats iron ore—and sometimes railroad tracks— to build up the steel armor that protects its body.,pokemon_images/Aron.jpg
